year,category,motivation,prizeShare,laureateID,fullName,gender,born,bornCountry,bornCity,died,diedCountry,diedCity,organizationName,organizationCountry,organizationCity
1965,physics,for their fundamental work in quantum electrodynamics with deep-ploughing consequences for the physics of elementary particles,3,85,Julian Schwinger,male,12/2/1918,USA,New York NY,7/16/1994,USA,Los Angeles CA,Harvard University,USA,Cambridge MA
1965,physics,for their fundamental work in quantum electrodynamics with deep-ploughing consequences for the physics of elementary particles,3,84,Sin-Itiro Tomonaga,male,31-03-1906,Japan,Kyoto,7/8/1979,Japan,Tokyo,Tokyo University of Education,Japan,Tokyo
1964,medicine,for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism,2,379,Feodor Lynen,male,6/4/1911,Germany,Munich,8/6/1979,Germany,Munich,Max Planck Institute for Cell Chemistry,Germany,Munich
1964,literature,for his work which rich in ideas and filled with the spirit of freedom and the quest for truth has exerted a far-reaching influence on our age,1,637,Jean-Paul Sartre,male,21-06-1905,France,Paris,4/15/1980,France,Paris,,,
1964,peace,for his non-violent struggle for civil rights for the Afro-American population,1,524,Martin Luther King Jr.,male,15-01-1929,USA,Atlanta GA,4/4/1968,USA,Memphis TN,,,
1964,medicine,for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism,2,378,Konrad Bloch,male,21-01-1912,Poland,Nysa,10/15/2000,USA,Burlington MA,Harvard University,USA,Cambridge MA
1964,chemistry,for her determinations by X-ray techniques of the structures of important biochemical substances,1,230,Dorothy Crowfoot Hodgkin,female,12/5/1910,Egypt,Cairo,7/29/1994,United Kingdom,Shipston-on-Stour,University of Oxford Royal Society,United Kingdom,Oxford
1964,physics,for fundamental work in the field of quantum electronics which has led to the construction of oscillators and amplifiers based on the maser-laser principle,4,83,Aleksandr M. Prokhorov,male,11/7/1916,Australia,Atherton,1/8/2002,Russia,Moscow,P.N. Lebedev Physical Institute,Russia,Moscow
1964,physics,for fundamental work in the field of quantum electronics which has led to the construction of oscillators and amplifiers based on the maser-laser principle,4,82,Nicolay G. Basov,male,14-12-1922,Russia,Usman,7/1/2001,Russia,Moscow,P.N. Lebedev Physical Institute,Russia,Moscow
1964,physics,for fundamental work in the field of quantum electronics which has led to the construction of oscillators and amplifiers based on the maser-laser principle,2,81,Charles H. Townes,male,28-07-1915,USA,Greenville SC,1/27/2015,USA,Berkeley CA,Massachusetts Institute of Technology (MIT),USA,Cambridge MA
1963,chemistry,for their discoveries in the field of the chemistry and technology of high polymers,2,228,Karl Ziegler,male,1898-11-26,Germany,Helsa,8/12/1973,Germany,Mulheim,Max Planck Institute for Coal Research,Germany,Mulheim an der Ruhr
1963,literature,for his eminent lyrical writing inspired by a deep feeling for the Hellenic world of culture,1,635,Giorgos Seferis,male,13-03-1900,Turkiye,Izmir,9/20/1971,Greece,Athens,,,
1963,peace,for promoting the principles of the Geneva Convention and cooperation with the UN,2,523,League of Red Cross Societies ,org,1919-00-00,,,,,,,,
1963,peace,for promoting the principles of the Geneva Convention and cooperation with the UN,2,482,International Committee of the Red Cross ,org,1863-00-00,,,,,,,,
1963,medicine,for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane,3,377,Andrew Huxley,male,22-11-1917,United Kingdom,Hampstead,5/30/2012,United Kingdom,Grantchester,University College,United Kingdom,London
1963,medicine,for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane,3,376,Alan Hodgkin,male,5/2/1914,United Kingdom,Banbury,12/20/1998,United Kingdom,Cambridge,University of Cambridge,United Kingdom,Cambridge
1963,medicine,for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane,3,375,Sir John Eccles,male,27-01-1903,Australia,Melbourne,5/2/1997,Switzerland,Contra,Australian National University,Australia,Canberra
1963,chemistry,for their discoveries in the field of the chemistry and technology of high polymers,2,229,Giulio Natta,male,26-02-1903,Italy,Imperia,5/2/1979,Italy,Bergamo,Institute of Technology,Italy,Milan
1963,physics,for their discoveries concerning nuclear shell structure,4,80,J. Hans D. Jensen,male,25-06-1907,Germany,Hamburg,2/11/1973,Germany,Heidelberg,University of Heidelberg,Germany,Heidelberg
1963,physics,for their discoveries concerning nuclear shell structure,4,79,Maria Goeppert Mayer,female,28-06-1906,Poland,Katowice,2/20/1972,USA,San Diego CA,University of California,USA,San Diego CA
1963,physics,for his contributions to the theory of the atomic nucleus and the elementary particles particularly through the discovery and application of fundamental symmetry principles,2,78,Eugene Wigner,male,17-11-1902,Hungary,Budapest,1/1/1995,USA,Princeton NJ,Princeton University,USA,Princeton NJ
1962,literature,for his realistic and imaginative writings combining as they do sympathetic humour and keen social perception,1,634,John Steinbeck,male,27-02-1902,USA,Salinas CA,12/20/1968,USA,New York NY,,,
1962,medicine,for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material,3,374,Maurice Wilkins,male,15-12-1916,New Zealand,Pongaroa,10/5/2004,United Kingdom,London,London University,United Kingdom,London
1962,medicine,for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material,3,373,James Watson,male,6/4/1928,USA,Chicago IL,0000-00-00,,,Harvard University,USA,Cambridge MA
1962,medicine,for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material,3,372,Francis Crick,male,8/6/1916,United Kingdom,Northampton,7/28/2004,USA,San Diego CA,MRC Laboratory of Molecular Biology,United Kingdom,Cambridge
1962,chemistry,for their studies of the structures of globular proteins,2,227,John C. Kendrew,male,24-03-1917,United Kingdom,Oxford,8/23/1997,United Kingdom,Cambridge,MRC Laboratory of Molecular Biology,United Kingdom,Cambridge
1962,chemistry,for their studies of the structures of globular proteins,2,226,Max F. Perutz,male,19-05-1914,Austria,Vienna,2/6/2002,United Kingdom,Cambridge,MRC Laboratory of Molecular Biology,United Kingdom,Cambridge
1962,peace,for his fight against the nuclear arms race between East and West,1,217,Linus Pauling,male,28-02-1901,USA,Portland OR,8/19/1994,USA,Big Sur CA,California Institute of Technology (Caltech),USA,Pasadena CA
1962,physics,for his pioneering theories for condensed matter especially liquid helium,1,77,Lev Landau,male,22-01-1908,Azerbaijan,Baku,4/1/1968,Russia,Moscow,Academy of Sciences,Russia,Moscow
1961,medicine,for his discoveries of the physical mechanism of stimulation within the cochlea,1,371,Georg von Bekesy,male,1899-06-03,Hungary,Budapest,6/13/1972,USA,Honolulu HI,Harvard University,USA,Cambridge MA
1961,physics,for his researches concerning the resonance absorption of gamma radiation and his discovery in this connection of the effect which bears his name,2,76,Rudolf Mossbauer,male,31-01-1929,Germany,Munich,9/14/2011,,,Technical University,Germany,Munich
1961,peace,for developing the UN into an effective and constructive international organization capable of giving life to the principles and aims expressed in the UN Charter,1,520,Dag Hammarskjld,male,29-07-1905,Sweden,Jonkoping,9/18/1961,Zambia,Ndola,,,
1961,literature,for the epic force with which he has traced themes and depicted human destinies drawn from the history of his country,1,633,Ivo Andric,male,1892-10-10,Bosnia and Herzegovina,Dolac,3/13/1975,Serbia,Belgrade,,,
1961,chemistry,for his research on the carbon dioxide assimilation in plants,1,225,Melvin Calvin,male,8/4/1911,USA,St. Paul MN,1/8/1997,USA,Berkeley CA,University of California,USA,Berkeley CA
1961,physics,for his pioneering studies of electron scattering in atomic nuclei and for his thereby achieved discoveries concerning the structure of the nucleons,2,75,Robert Hofstadter,male,5/2/1915,USA,New York NY,11/17/1990,USA,Stanford CA,Stanford University,USA,Stanford CA
1960,literature,for the soaring flight and the evocative imagery of his poetry which in a visionary fashion reflects the conditions of our time,1,631,Saint-John Perse,male,1887-05-31,Guadeloupe Island,Pointe-a-Pitre,9/20/1975,France,Presqu'ile-de-Giens,,,
1960,peace,for his non-violent struggle against apartheid,1,519,Albert Lutuli,male,1898-00-00,Zimbabwe,Bulawayo,7/21/1967,South Africa,Stanger,,,
1960,medicine,for discovery of acquired immunological tolerance,2,370,Peter Medawar,male,28-02-1915,Brazil,Rio de Janeiro,10/2/1987,United Kingdom,London,University College,United Kingdom,London
1960,medicine,for discovery of acquired immunological tolerance,2,369,Sir Frank Macfarlane Burnet,male,1899-09-03,Australia,Traralgon,8/31/1985,Australia,Melbourne,Walter and Eliza Hall Institute for Medical Research,Australia,Melbourne
1960,chemistry,for his method to use carbon-14 for age determination in archaeology geology geophysics and other branches of science,1,224,Willard F. Libby,male,17-12-1908,USA,Grand Valley CO,9/8/1980,USA,Los Angeles CA,University of California,USA,Los Angeles CA
1960,physics,for the invention of the bubble chamber,1,74,Donald A. Glaser,male,21-09-1926,USA,Cleveland OH,2/28/2013,USA,Berkeley CA,University of California,USA,Berkeley CA
1959,literature,for his lyrical poetry which with classical fire expresses the tragic experience of life in our own times,1,630,Salvatore Quasimodo,male,20-08-1901,Italy,Modica,6/14/1968,Italy,Naples,,,
1959,peace,for his longstanding contribution to the cause of disarmament and peace,1,518,Philip Noel-Baker,male,1889-11-01,United Kingdom,London,10/8/1982,United Kingdom,London,,,
1959,medicine,for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid,2,368,Arthur Kornberg,male,3/3/1918,USA,Brooklyn NY,10/26/2007,USA,Stanford CA,Stanford University,USA,Stanford CA
1959,medicine,for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid,2,367,Severo Ochoa,male,24-09-1905,Spain,Luarca,11/1/1993,Spain,Madrid,New York University College of Medicine,USA,New York NY
1959,chemistry,for his discovery and development of the polarographic methods of analysis,1,223,Jaroslav Heyrovsky,male,1890-12-20,Czech Republic,Prague,3/27/1967,Czech Republic,Prague,Polarographic Institute of the Czechoslovak Academy of Science,Czech Republic,Prague
1959,physics,for their discovery of the antiproton,2,73,Owen Chamberlain,male,10/7/1920,USA,San Francisco CA,2/28/2006,USA,Berkeley CA,University of California,USA,Berkeley CA
1959,physics,for their discovery of the antiproton,2,72,Emilio Segre,male,1/2/1905,Italy,Tivoli,4/22/1989,USA,Lafayette CA,University of California,USA,Berkeley CA
1958,physics,for the discovery and the interpretation of the Cherenkov effect,3,721,Il'ja M. Frank,male,23-10-1908,Russia,St. Petersburg,6/22/1990,Russia,Moscow,Lomonosov Moscow State University,Russia,Moscow
1958,literature,for his important achievement both in contemporary lyrical poetry and in the field of the great Russian epic tradition,1,629,Boris Pasternak,male,1890-02-10,Russia,Moscow,5/30/1960,Russia,Peredelkino,,,
1958,peace,for his efforts to help refugees to leave their camps and return to a life of freedom and dignity,1,517,Georges Pire,male,10/2/1910,Belgium,Dinant,1/30/1969,Belgium,Leuven,,,
1958,medicine,for his discoveries concerning genetic recombination and the organization of the genetic material of bacteria,2,366,Joshua Lederberg,male,23-05-1925,USA,Montclair NJ,2/2/2008,USA,New York NY,University of Wisconsin,USA,Madison WI
1958,medicine,for their discovery that genes act by regulating definite chemical events,4,365,Edward Tatum,male,14-12-1909,USA,Boulder CO,11/5/1975,USA,New York NY,Rockefeller Institute for Medical Research,USA,New York NY
1958,medicine,for their discovery that genes act by regulating definite chemical events,4,364,George Beadle,male,22-10-1903,USA,Wahoo NE,6/9/1989,USA,Pomona CA,California Institute of Technology (Caltech),USA,Pasadena CA
1958,chemistry,for his work on the structure of proteins especially that of insulin,1,222,Frederick Sanger,male,13-08-1918,United Kingdom,Rendcombe,11/19/2013,United Kingdom,Cambridge,University of Cambridge,United Kingdom,Cambridge
1958,physics,for the discovery and the interpretation of the Cherenkov effect,3,71,Igor Y. Tamm,male,1895-07-08,Russia,Vladivostok,4/12/1971,Russia,Moscow,Lomonosov Moscow State University,Russia,Moscow
